,L3,Reporter,Partner,Reporter_Total_Imports,Partner_Total_Imports,Reporter_Total_Exports,Partner_Total_Exports,Ind1,Ind2,Ind3,Ind4
1422918,U02,C643,C752,17278393952.0,18135435139.0,2515330751.51,23012788426.97,0.0185,0.0005,0.0001,0.0139
1423045,V05,C643,C752,0.0,70836035.0,354692128.53,306202776.0,0.0,0.0,0.0001,0.0
1423172,U03,C643,C752,289919132.0,394009310.0,34068578.0,46285611.79,0.0,0.0,0.0,0.0
1423299,U05,C643,C752,0.0,585147211.0,708634076.1,418416748.0,0.0,0.0,0.0,0.0
1423426,V01,C643,C752,700421782.0,678134387.0,277219260.38,343682570.29,0.002,0.0289,0.0118,0.0041
1423553,V02,C643,C752,2733093330.0,2295833184.0,548183703.37,2443468121.86,0.0113,0.0008,0.0002,0.0127
1423680,V03,C643,C752,4551026818.0,1909805601.0,196458746.36,1962635383.22,0.0089,0.001,0.0001,0.0207
1423807,V04,C643,C752,291495655.0,192329891.0,16145550.18,40253947.0,0.0001,0.0022,0.0002,0.0011
1423934,O06,C643,C752,1931867533.0,2895657161.0,507434975.08,1950833057.42,0.0087,0.0102,0.0018,0.0086
1424061,V06,C643,C752,1909846021.0,1650610851.0,192607951.54,389425109.3,0.0004,0.002,0.0002,0.0021
1424338,000,C643,C756,231664135280.0,321933647375.0,438721611962.33,348479784978.34,0.0118,0.0034,0.0047,0.0078
1424467,Z99,C643,C756,9074291104.0,81383372.0,21576112887.53,11960114515.47,0.0006,0.0,0.0,0.0005
1424594,A01,C643,C756,214626393.0,122733819.0,66443790.0,16775462.0,0.0004,0.0023,0.0013,0.0047
1424721,A02,C643,C756,1588528463.0,936445672.0,1022198121.37,86002604.15,0.0013,0.0,0.0,0.0248
1424848,K01,C643,C756,2083147941.0,937920998.0,6953390406.0,31057396.19,0.0,0.001,0.0074,0.0
1424975,B01,C643,C756,526512884.0,34307769.0,54548593.0,46505577.92,0.0088,0.0,0.0,0.0991
1425102,B09,C643,C756,824365095.0,66622818.0,110078028.0,59413516.76,0.0014,0.0,0.0,0.0194
1425229,B02,C643,C756,1222225128.0,533620212.0,89879864.0,794918194.39,0.0267,0.0,0.0,0.041
1425356,J02,C643,C756,808638376.0,391162667.0,230169199.49,187982132.66,0.0057,0.0,0.0,0.0244
1425483,C09,C643,C756,780026580.0,872522875.0,67724115.07,199867358.94,0.0054,0.0001,0.0,0.0211
1425610,J01,C643,C756,1415260963.0,1027822620.0,1031559537.0,764363854.99,0.0056,0.0003,0.0003,0.0104
1425737,C01,C643,C756,2070084740.0,1107465385.0,835783884.87,44023863.48,0.0,0.0016,0.0012,0.0022
1425864,C02,C643,C756,5538905930.0,1761314514.0,427710824.0,50391127.72,0.0003,0.0026,0.0006,0.0355
1425991,D01,C643,C756,1037375827.0,1035640973.0,257560842.0,3870405954.16,0.0751,0.0,0.0,0.0201
1426118,D02,C643,C756,437764507.0,50916858.0,100160900.0,33048202.1,0.0002,0.0,0.0,0.0029
1426245,E01,C643,C756,427535525.0,449174796.0,10446448979.05,1017652545.94,0.0,0.0,0.0001,0.0
1426372,F01,C643,C756,1528326260.0,61748353.0,1265417240.0,723363776.0,0.0,0.0002,0.0047,0.0
1426499,F03,C643,C756,14797639.0,20370777.0,1052250.0,8992774.0,0.0,0.0,0.0,0.0
1426626,F02,C643,C756,1202037591.0,332620242.0,4337610692.19,415980742.0,0.0,0.0,0.0001,0.0001
1426753,F04,C643,C756,461186463.0,308734134.0,1463758984.0,258554862.5,0.0002,0.0186,0.0881,0.0004
1426880,G00,C643,C756,314363615.0,282679372.0,540138964.38,205675698.33,0.0076,0.0007,0.0014,0.0116
1427007,D03,C643,C756,1221280632.0,711632434.0,811861832.63,1250513575.33,0.0074,0.0006,0.0007,0.0073
1427134,E03,C643,C756,1943182563.0,2012730294.0,1352066674.58,1942954288.33,0.0573,0.0004,0.0003,0.0573
1427261,H01,C643,C756,575826094.0,663933004.0,298944848.0,1526858690.0,0.0352,0.0,0.0,0.0133
1427388,H02,C643,C756,2516711527.0,1984829045.0,440938768.53,134193720.7,0.0001,0.0015,0.0003,0.0021
1427515,H03,C643,C756,836850354.0,287029594.0,514543818.0,867934802.8,0.0059,0.018,0.0322,0.0057
1427642,L02,C643,C756,2974918600.0,507386261.0,7904275773.21,718987154.64,0.0033,0.0,0.0005,0.0136
1427769,L01,C643,C756,639664167.0,1709816272.0,65056897618.06,1774340786.42,0.0,0.0003,0.0106,0.0
1427896,N09,C643,C756,9899297202.0,6081073597.0,2829868647.05,9563147591.2,0.0183,0.0005,0.0002,0.019
1428023,M01,C643,C756,628439.0,1221512976.0,95856396274.0,45733367.0,0.0,0.0,0.0,0.0
1428150,M02,C643,C756,1036397182.0,3780961694.0,57228401737.29,904523605.95,0.0023,0.0,0.0,0.0026
1428277,V09,C643,C756,2865447634.0,8237515266.0,2280255763.5,3514701878.4,0.0039,0.0016,0.0005,0.0032
1428404,N01,C643,C756,3070078790.0,719861001.0,5164535132.43,740208402.39,0.0029,0.0019,0.0136,0.0122
1428531,N02,C643,C756,3891161109.0,7402121238.0,3042583394.87,21912958538.19,0.0553,0.0063,0.0026,0.0098
1428658,N03,C643,C756,11433208082.0,42729113368.0,1218712932.51,80761644224.47,0.0714,0.0008,0.0,0.0101
1428785,L03,C643,C756,118906151.0,173423854.0,10265742057.73,96842952.88,0.0003,0.0012,0.0733,0.0003
1428912,P09,C643,C756,4344324212.0,3394363331.0,900441768.9,1725128940.86,0.0021,0.0015,0.0004,0.0053
1429039,N04,C643,C756,8798653719.0,7822740581.0,5350780458.26,5941316684.43,0.0061,0.0018,0.0012,0.009
1429166,R01,C643,C756,3615533652.0,1686532621.0,3680440996.9,436828839.0,0.0009,0.0084,0.0183,0.0078
1429293,R03,C643,C756,523354785.0,865069558.0,106969652.63,1288563873.09,0.0024,0.0017,0.0002,0.001
1429420,O01,C643,C756,662039613.0,2455992304.0,11219226912.35,578420993.87,0.0068,0.0009,0.0043,0.0077
1429547,O03,C643,C756,2761586561.0,3759459336.0,4642123984.77,1994941206.6,0.0032,0.0015,0.0018,0.0044
1429674,P01,C643,C756,544068120.0,177326591.0,76147301.18,125366975.52,0.0,0.0007,0.0003,0.0
1429801,I00,C643,C756,55055876.0,12638643.0,3241309.0,67921681.0,0.0,0.0,0.0,0.0
1429928,P03,C643,C756,1013975620.0,233665552.0,143385699.5,217140803.0,0.0008,0.0001,0.0,0.0039
1430055,Q01,C643,C756,6316487622.0,7896508119.0,413342171.36,1125910550.23,0.0005,0.0029,0.0002,0.0028
1430182,Q02,C643,C756,597026748.0,392774792.0,40526728.81,122420103.01,0.003,0.0005,0.0001,0.0148
1430309,R05,C643,C756,2853334218.0,2309729275.0,203479942.34,1044962933.35,0.0001,0.0016,0.0001,0.0002
1430436,L04,C643,C756,3033252691.0,14056423274.0,6443785272.81,14044210686.09,0.0081,0.0102,0.0047,0.0017
1430563,L05,C643,C756,3534015060.0,103035570821.0,51203844927.08,74229667403.98,0.0046,0.0229,0.0114,0.0002
1430690,L06,C643,C756,8978140166.0,7710811180.0,31811514694.43,4806117134.16,0.0034,0.0002,0.0009,0.0064
1430817,S05,C643,C756,1861134103.0,947235449.0,780245100.55,277424447.73,0.0001,0.0006,0.0005,0.0009
1430944,L07,C643,C756,3274204961.0,2443311506.0,481127574.72,2677521100.45,0.0125,0.0003,0.0001,0.0152
1431071,S03,C643,C756,4094462579.0,1395292226.0,2216437169.15,2099251613.48,0.0037,0.0163,0.0259,0.0072
1431198,S02,C643,C756,10975221129.0,4943610768.0,1162442169.06,10071690469.77,0.0116,0.0007,0.0002,0.0127
1431325,S01,C643,C756,17363104360.0,8736146883.0,1907950554.35,10427238600.7,0.0095,0.0012,0.0003,0.0158
1431452,S04,C643,C756,8919036802.0,5411938923.0,316312595.05,1415034726.49,0.0058,0.0013,0.0001,0.0365
1431579,T09,C643,C756,3508029040.0,1434296433.0,732975774.69,1432535693.33,0.0043,0.0112,0.0057,0.0105
1431706,T01,C643,C756,4072733953.0,2922822539.0,536700807.19,3641588072.28,0.0113,0.0014,0.0003,0.0126
1431833,T06,C643,C756,2833492717.0,1347420143.0,332501994.84,844678888.86,0.0047,0.0004,0.0001,0.0158
1431960,T04,C643,C756,12272742257.0,4484009516.0,801395764.25,1016544442.16,0.0006,0.0011,0.0002,0.0072
1432087,T03,C643,C756,1928198553.0,1852987323.0,182553038.8,1485160435.17,0.0044,0.0028,0.0003,0.0057
1432214,T05,C643,C756,1137240658.0,621756908.0,423016724.68,32089743.8,0.0001,0.0001,0.0001,0.0028
1432341,T02,C643,C756,4243175343.0,3944844146.0,886091156.95,5200305898.36,0.0154,0.0021,0.0005,0.0125
1432468,U01,C643,C756,2418328657.0,1243626902.0,1162097133.59,817142106.67,0.0,0.0005,0.0005,0.0
1432595,U09,C643,C756,852557732.0,877705832.0,65963488.75,150138021.82,0.0002,0.0013,0.0001,0.0011
1432722,U02,C643,C756,17278393952.0,14042120410.0,2515330751.51,1957745776.68,0.0002,0.0008,0.0001,0.0022
1432849,V05,C643,C756,0.0,221685446.0,354692128.53,691624117.95,0.0,0.0012,0.002,0.0
1432976,U03,C643,C756,289919132.0,996311438.0,34068578.0,206670547.01,0.0,0.0103,0.0004,0.0
1433103,U05,C643,C756,0.0,2233230275.0,708634076.1,1538752892.73,0.0,0.012,0.0038,0.0
1433230,V01,C643,C756,700421782.0,1158551277.0,277219260.38,692401142.28,0.0065,0.0026,0.0006,0.0066
1433357,V02,C643,C756,2733093330.0,2887086857.0,548183703.37,7233805181.62,0.043,0.0049,0.0009,0.0163
1433484,V03,C643,C756,4551026818.0,4921625587.0,196458746.36,12485035754.48,0.0344,0.0039,0.0002,0.0125
1433611,V04,C643,C756,291495655.0,2958768918.0,16145550.18,27071056748.16,0.649,0.3709,0.002,0.007
1433738,O06,C643,C756,1931867533.0,3938990453.0,507434975.08,582560970.44,0.0007,0.007,0.0009,0.0023
1433865,V06,C643,C756,1909846021.0,1520517115.0,192607951.54,152235039.33,0.0006,0.0045,0.0006,0.0071
1434142,000,C643,C762,231664135280.0,3139015893.0,438721611962.33,1275429760.0,0.0002,0.0021,0.2971,0.0334
1434272,Z99,C643,C762,9074291104.0,125252480.0,21576112887.53,1732666.0,0.0,0.0037,0.6322,0.0
1434400,A01,C643,C762,214626393.0,5824115.0,66443790.0,9156.0,0.0,0.0046,0.0523,0.0
1434528,A02,C643,C762,1588528463.0,39935735.0,1022198121.37,0.0,0.0,0.0098,0.2507,0.0
1434656,K01,C643,C762,2083147941.0,5831716.0,6953390406.0,27401638.0,0.0,0.0007,0.848,0.0
1434784,B01,C643,C762,526512884.0,1562987.0,54548593.0,750.0,0.0,0.0134,0.4672,0.0
1434912,B09,C643,C762,824365095.0,7787498.0,110078028.0,0.0,0.0,0.0573,0.8099,0.0
1435040,B02,C643,C762,1222225128.0,689076.0,89879864.0,990.0,0.0,0.0054,0.7063,0.0
1435168,J02,C643,C762,808638376.0,5868124.0,230169199.49,1731065.0,0.0005,0.0018,0.0701,0.2438
1435296,C09,C643,C762,780026580.0,12852941.0,67724115.07,12716439.0,0.0,0.0032,0.017,0.0
1435424,J01,C643,C762,1415260963.0,22494386.0,1031559537.0,3631324.0,0.0001,0.0015,0.0688,0.0215
1435552,C01,C643,C762,2070084740.0,13888584.0,835783884.87,7249871.0,0.0002,0.0075,0.4487,0.0504
1435680,C02,C643,C762,5538905930.0,14642801.0,427710824.0,18277912.0,0.001,0.0071,0.207,0.3043
1435808,D01,C643,C762,1037375827.0,4343947.0,257560842.0,0.0,0.0,0.0159,0.9455,0.0
1435936,D02,C643,C762,437764507.0,7447536.0,100160900.0,322.0,0.0,0.0173,0.2325,0.0
1436064,E01,C643,C762,427535525.0,297102516.0,10446448979.05,4029592.0,0.0,0.002,0.0706,0.0
1436192,F01,C643,C762,1528326260.0,6287435.0,1265417240.0,966370.0,0.0001,0.0002,0.0468,0.1056
1436320,F03,C643,C762,14797639.0,4066.0,1052250.0,0.0,0.0,0.0,0.0,0.0
1436448,F02,C643,C762,1202037591.0,90059634.0,4337610692.19,517.0,0.0,0.0124,0.5982,0.0
1436576,F04,C643,C762,461186463.0,52691308.0,1463758984.0,0.0,0.0,0.018,0.5004,0.0
1436704,G00,C643,C762,314363615.0,71715748.0,540138964.38,37164.0,0.0,0.084,0.6326,0.0
1436832,D03,C643,C762,1221280632.0,31058832.0,811861832.63,707315.0,0.0,0.0295,0.7705,0.0
1436960,E03,C643,C762,1943182563.0,74449197.0,1352066674.58,324973.0,0.0,0.0327,0.5945,0.0
1437088,H01,C643,C762,575826094.0,16836337.0,298944848.0,3413748.0,0.0,0.0469,0.8323,0.0
1437216,H02,C643,C762,2516711527.0,10105734.0,440938768.53,5009.0,0.0,0.0181,0.7907,0.0
1437344,H03,C643,C762,836850354.0,12925242.0,514543818.0,570547.0,0.0,0.0002,0.009,0.0
1437472,L02,C643,C762,2974918600.0,12273277.0,7904275773.21,158151981.0,0.0,0.0002,0.1076,0.0
1437600,L01,C643,C762,639664167.0,243955070.0,65056897618.06,142897.0,0.0,0.0004,0.1142,0.0
1437728,N09,C643,C762,9899297202.0,100529078.0,2829868647.05,1178881.0,0.0,0.0134,0.3775,0.0
1437856,M01,C643,C762,628439.0,2656214.0,95856396274.0,0.0,0.0,0.0,0.0,0.0
1437984,M02,C643,C762,1036397182.0,275649723.0,57228401737.29,5976.0,0.0,0.0037,0.775,0.0
1438112,V09,C643,C762,2865447634.0,36573654.0,2280255763.5,23342508.0,0.0,0.0022,0.1359,0.0
1438240,N01,C643,C762,3070078790.0,110482532.0,5164535132.43,172109.0,0.0001,0.0013,0.0591,0.9153
1438368,N02,C643,C762,3891161109.0,5590888.0,3042583394.87,207374.0,0.0,0.0004,0.2169,0.0
1438496,N03,C643,C762,11433208082.0,60197868.0,1218712932.51,655109.0,0.0,0.0089,0.18,0.0
1438624,L03,C643,C762,118906151.0,43693759.0,10265742057.73,77981.0,0.0,0.0005,0.1251,0.0
1438752,P09,C643,C762,4344324212.0,46693540.0,900441768.9,701796.0,0.0,0.0179,0.3451,0.1114
1438880,N04,C643,C762,8798653719.0,88762405.0,5350780458.26,1853562.0,0.0,0.0022,0.1309,0.0
1439008,R01,C643,C762,3615533652.0,17582984.0,3680440996.9,1097360.0,0.0,0.0014,0.2889,0.0
1439136,R03,C643,C762,523354785.0,715211.0,106969652.63,6622889.0,0.0,0.0005,0.068,0.0
1439264,O01,C643,C762,662039613.0,49546473.0,11219226912.35,125030.0,0.0,0.0034,0.7659,0.04
1439392,O03,C643,C762,2761586561.0,40298172.0,4642123984.77,2273450.0,0.0,0.0038,0.4418,0.0053
1439520,P01,C643,C762,544068120.0,4137538.0,76147301.18,35393231.0,0.0252,0.0002,0.0028,0.3874
1439648,I00,C643,C762,55055876.0,94335.0,3241309.0,174869219.0,0.3401,0.0,0.0,0.1071
1439776,P03,C643,C762,1013975620.0,20160427.0,143385699.5,114110.0,0.0,0.0012,0.0086,0.0
1439904,Q01,C643,C762,6316487622.0,14590705.0,413342171.36,21431902.0,0.0004,0.0004,0.0121,0.1206
1440032,Q02,C643,C762,597026748.0,1899285.0,40526728.81,592614.0,0.0009,0.0004,0.0082,0.8594
1440160,R05,C643,C762,2853334218.0,8634733.0,203479942.34,329038.0,0.0,0.0007,0.0157,0.0429
1440288,L04,C643,C762,3033252691.0,44344426.0,6443785272.81,46818331.0,0.0,0.0019,0.27,0.0
1440416,L05,C643,C762,3534015060.0,14138016.0,51203844927.08,585310629.0,0.0,0.0,0.1137,0.0002
1440544,L06,C643,C762,8978140166.0,311625547.0,31811514694.43,44417811.0,0.0,0.0032,0.3249,0.001
1440672,S05,C643,C762,1861134103.0,21897657.0,780245100.55,794191.0,0.0,0.01,0.3578,0.0
1440800,L07,C643,C762,3274204961.0,10964334.0,481127574.72,36437.0,0.0,0.0047,0.206,0.0
1440928,S03,C643,C762,4094462579.0,17269534.0,2216437169.15,627474.0,0.0,0.0003,0.0444,0.0938
1441056,S02,C643,C762,10975221129.0,94609869.0,1162442169.06,1638679.0,0.0,0.0022,0.027,0.0
1441184,S01,C643,C762,17363104360.0,75130722.0,1907950554.35,4805917.0,0.0,0.002,0.0498,0.0
1441312,S04,C643,C762,8919036802.0,9989293.0,316312595.05,1563708.0,0.0,0.003,0.0947,0.0
1441440,T09,C643,C762,3508029040.0,6781539.0,732975774.69,368955.0,0.0,0.0011,0.1185,0.0
1441568,T01,C643,C762,4072733953.0,36930132.0,536700807.19,296738.0,0.0,0.0086,0.1257,0.0
1441696,T06,C643,C762,2833492717.0,14544952.0,332501994.84,6478.0,0.0,0.0108,0.2473,0.0
1441824,T04,C643,C762,12272742257.0,20305758.0,801395764.25,627130.0,0.0,0.001,0.0402,0.0
1441952,T03,C643,C762,1928198553.0,3831985.0,182553038.8,860173.0,0.0,0.0027,0.1287,0.0
1442080,T05,C643,C762,1137240658.0,6113894.0,423016724.68,52585.0,0.0,0.0039,0.2721,0.0
1442208,T02,C643,C762,4243175343.0,31294413.0,886091156.95,257669.0,0.0,0.0072,0.2029,0.0
1442336,U01,C643,C762,2418328657.0,668004.0,1162097133.59,1161399.0,0.0,0.0,0.0507,0.0
1442464,U09,C643,C762,852557732.0,7984499.0,65963488.75,2140118.0,0.0,0.0022,0.0179,0.0
1442592,U02,C643,C762,17278393952.0,201608299.0,2515330751.51,9089594.0,0.0,0.008,0.0992,0.0
1442720,V05,C643,C762,0.0,3484966.0,354692128.53,0.0,0.0,0.0033,0.3403,0.0
1442848,U03,C643,C762,289919132.0,1322020.0,34068578.0,216898.0,0.0,0.0023,0.0603,0.0
1442976,U05,C643,C762,0.0,5441538.0,708634076.1,13669.0,0.0,0.0004,0.0468,0.0
1443104,V01,C643,C762,700421782.0,662002.0,277219260.38,74142.0,0.0,0.0,0.0186,0.0
1443232,V02,C643,C762,2733093330.0,13428887.0,548183703.37,60867391.0,0.0,0.0011,0.045,0.0
1443360,V03,C643,C762,4551026818.0,52947973.0,196458746.36,66462.0,0.0,0.0017,0.0064,0.0
1443488,V04,C643,C762,291495655.0,208999.0,16145550.18,5180.0,0.0,0.0,0.0037,0.0
1443616,O06,C643,C762,1931867533.0,11589951.0,507434975.08,230416.0,0.0,0.0058,0.254,0.0002
1443744,V06,C643,C762,1909846021.0,3520838.0,192607951.54,935201.0,0.0,0.002,0.1092,0.0
1444022,000,C643,C764,231664135280.0,207695622816.0,438721611962.33,291848717868.73,0.0061,0.0042,0.0089,0.0049
1444151,Z99,C643,C764,9074291104.0,0.0,21576112887.53,3886187853.01,0.0,0.0,0.0,0.0001
1444278,A01,C643,C764,214626393.0,78518515.0,66443790.0,747660352.0,0.0,0.0031,0.0026,0.0
1444405,A02,C643,C764,1588528463.0,184053624.0,1022198121.37,3915955754.76,0.0004,0.0,0.0002,0.0002
1444532,K01,C643,C764,2083147941.0,3577266072.0,6953390406.0,5232246592.19,0.0137,0.0083,0.0162,0.0054
1444659,B01,C643,C764,526512884.0,393971080.0,54548593.0,139200770.15,0.0,0.0,0.0,0.0
1444786,B09,C643,C764,824365095.0,191839327.0,110078028.0,36223078.0,0.0,0.0,0.0,0.0
1444913,B02,C643,C764,1222225128.0,84019777.0,89879864.0,4502158.0,0.0,0.0,0.0,0.0
1445040,J02,C643,C764,808638376.0,681919028.0,230169199.49,1053344563.11,0.0108,0.0005,0.0002,0.0083
1445167,C09,C643,C764,780026580.0,262796158.0,67724115.07,262479418.09,0.0015,0.0001,0.0,0.0045
1445294,J01,C643,C764,1415260963.0,1114483930.0,1031559537.0,3059214697.27,0.0118,0.0019,0.0018,0.0055
1445421,C01,C643,C764,2070084740.0,1127330831.0,835783884.87,1514160418.45,0.004,0.0,0.0,0.0055
1445548,C02,C643,C764,5538905930.0,1279140710.0,427710824.0,6865283431.36,0.0103,0.0,0.0,0.0083
1445675,D01,C643,C764,1037375827.0,241399911.0,257560842.0,85759819.0,0.0002,0.0,0.0,0.0026
1445802,D02,C643,C764,437764507.0,46466521.0,100160900.0,27199255.65,0.0001,0.0,0.0,0.0018
1445929,E01,C643,C764,427535525.0,1555459826.0,10446448979.05,5343512958.13,0.0335,0.0068,0.0454,0.0027
1446056,F01,C643,C764,1528326260.0,1726938758.0,1265417240.0,45439961.69,0.0,0.0,0.0,0.0005
1446183,F03,C643,C764,14797639.0,4946260.0,1052250.0,263823.0,0.0,0.0,0.0,0.0
1446310,F02,C643,C764,1202037591.0,139073173.0,4337610692.19,1096387679.93,0.0008,0.0,0.0,0.0009
1446437,F04,C643,C764,461186463.0,1412409235.0,1463758984.0,334084024.59,0.0001,0.001,0.001,0.0001
1446564,G00,C643,C764,314363615.0,277172785.0,540138964.38,2626212364.89,0.0009,0.0,0.0,0.0001
1446691,D03,C643,C764,1221280632.0,187377344.0,811861832.63,48783628.63,0.0001,0.0,0.0,0.0024
1446818,E03,C643,C764,1943182563.0,1592150417.0,1352066674.58,4017278243.09,0.0067,0.0001,0.0001,0.0032
1446945,H01,C643,C764,575826094.0,107133383.0,298944848.0,1692268221.51,0.0056,0.0,0.0,0.0019
1447072,H02,C643,C764,2516711527.0,285520229.0,440938768.53,88810291.0,0.0003,0.0001,0.0001,0.0087
1447199,H03,C643,C764,836850354.0,274473452.0,514543818.0,55600353.0,0.0029,0.0004,0.0007,0.0436
1447326,L02,C643,C764,2974918600.0,784254531.0,7904275773.21,1264572428.15,0.0004,0.0019,0.0193,0.001
1447453,L01,C643,C764,639664167.0,5901345721.0,65056897618.06,1052804336.7,0.0,0.0016,0.0173,0.0
1447580,N09,C643,C764,9899297202.0,7809132546.0,2829868647.05,5750914410.97,0.002,0.0002,0.0001,0.0034
1447707,M01,C643,C764,628439.0,17635716211.0,95856396274.0,350812665.0,0.0,0.0108,0.0586,0.0
1447834,M02,C643,C764,1036397182.0,3422959410.0,57228401737.29,3724041772.46,0.0095,0.0006,0.0099,0.0026
1447961,V09,C643,C764,2865447634.0,5891060333.0,2280255763.5,3435578296.07,0.0036,0.0008,0.0003,0.003
1448088,N01,C643,C764,3070078790.0,1808525357.0,5164535132.43,783532689.89,0.0008,0.0002,0.0007,0.0032
1448215,N02,C643,C764,3891161109.0,3688841320.0,3042583394.87,4315690404.99,0.0005,0.0004,0.0003,0.0005
1448342,N03,C643,C764,11433208082.0,2809715699.0,1218712932.51,650794106.48,0.0008,0.0,0.0,0.0144
1448469,L03,C643,C764,118906151.0,1509192722.0,10265742057.73,143004909.0,0.0,0.0163,0.1111,0.0
1448596,P09,C643,C764,4344324212.0,2645644781.0,900441768.9,2523266989.19,0.0007,0.0001,0.0,0.0012
1448723,N04,C643,C764,8798653719.0,8157572107.0,5350780458.26,13952582348.98,0.0039,0.0009,0.0006,0.0024
1448850,R01,C643,C764,3615533652.0,2431609275.0,3680440996.9,19593548830.97,0.0402,0.0096,0.0146,0.0074
1448977,R03,C643,C764,523354785.0,684941163.0,106969652.63,1150600799.79,0.004,0.0001,0.0,0.0018
1449104,O01,C643,C764,662039613.0,500841333.0,11219226912.35,2550762235.51,0.001,0.0008,0.0186,0.0003
1449231,O03,C643,C764,2761586561.0,2485214503.0,4642123984.77,1689729826.64,0.0004,0.0032,0.006,0.0007
1449358,P01,C643,C764,544068120.0,311218266.0,76147301.18,329346397.51,0.0004,0.0001,0.0,0.0006
1449485,I00,C643,C764,55055876.0,228180200.0,3241309.0,6761313.0,0.0,0.0001,0.0,0.0
1449612,P03,C643,C764,1013975620.0,945135648.0,143385699.5,1834297019.25,0.0013,0.0,0.0,0.0007
1449739,Q01,C643,C764,6316487622.0,1002692253.0,413342171.36,2440917647.13,0.0022,0.0001,0.0001,0.0057
1449866,Q02,C643,C764,597026748.0,109796190.0,40526728.81,191653611.73,0.0021,0.0001,0.0,0.0065
1449993,R05,C643,C764,2853334218.0,494065850.0,203479942.34,633679770.97,0.0085,0.0001,0.0,0.0382
1450120,L04,C643,C764,3033252691.0,4225029789.0,6443785272.81,8252775874.58,0.0134,0.0025,0.0039,0.0049
1450247,L05,C643,C764,3534015060.0,13520648595.0,51203844927.08,10782345582.92,0.0007,0.0013,0.0049,0.0002
1450374,L06,C643,C764,8978140166.0,15151254681.0,31811514694.43,4823798294.58,0.0014,0.0056,0.0118,0.0026
1450501,S05,C643,C764,1861134103.0,374190181.0,780245100.55,4290762409.27,0.0118,0.0,0.0001,0.0051
1450628,L07,C643,C764,3274204961.0,1592111246.0,481127574.72,1215121362.74,0.0018,0.0006,0.0002,0.0049
1450755,S03,C643,C764,4094462579.0,4033029095.0,2216437169.15,2639877310.44,0.0053,0.0,0.0,0.0081
1450882,S02,C643,C764,10975221129.0,4832326458.0,1162442169.06,2930287527.28,0.0056,0.0014,0.0003,0.0208
1451009,S01,C643,C764,17363104360.0,9680910542.0,1907950554.35,14758137890.03,0.0048,0.0009,0.0002,0.0057
1451136,S04,C643,C764,8919036802.0,6992934932.0,316312595.05,34891823756.19,0.0323,0.0,0.0,0.0082
1451263,T09,C643,C764,3508029040.0,3737645644.0,732975774.69,2555623401.53,0.0024,0.006,0.0012,0.0033
1451390,T01,C643,C764,4072733953.0,3593769422.0,536700807.19,4687163952.68,0.0037,0.0008,0.0001,0.0032
1451517,T06,C643,C764,2833492717.0,667879283.0,332501994.84,1399554419.01,0.0004,0.0,0.0,0.0007
1451644,T04,C643,C764,12272742257.0,8734129323.0,801395764.25,13791997557.65,0.0062,0.0001,0.0,0.0055
1451771,T03,C643,C764,1928198553.0,15829257801.0,182553038.8,25584364656.15,0.0298,0.0002,0.0,0.0022
1451898,T05,C643,C764,1137240658.0,858412094.0,423016724.68,1781848198.55,0.0082,0.0,0.0,0.0052
1452025,T02,C643,C764,4243175343.0,6602601955.0,886091156.95,5957690765.01,0.0051,0.0024,0.0003,0.0036
1452152,U01,C643,C764,2418328657.0,1026702933.0,1162097133.59,94620768.04,0.0003,0.0,0.0,0.0069
1452279,U09,C643,C764,852557732.0,752183324.0,65963488.75,645557650.71,0.0005,0.0004,0.0,0.0006
1452406,U02,C643,C764,17278393952.0,6893678988.0,2515330751.51,26532816171.57,0.0106,0.0001,0.0,0.0069
1452533,V05,C643,C764,0.0,2062663116.0,354692128.53,4243231.0,0.0,0.0383,0.0066,0.0
1452660,U03,C643,C764,289919132.0,312694382.0,34068578.0,2784726327.0,0.0073,0.0,0.0,0.0008
1452787,U05,C643,C764,0.0,1098013283.0,708634076.1,119569618.0,0.0,0.004,0.0026,0.0
1452914,V01,C643,C764,700421782.0,1028064654.0,277219260.38,3272899581.7,0.0218,0.0,0.0,0.0047
1453041,V02,C643,C764,2733093330.0,3173670292.0,548183703.37,2351567314.6,0.0014,0.0045,0.0008,0.0016
1453168,V03,C643,C764,4551026818.0,1178330899.0,196458746.36,1348375462.09,0.0056,0.0014,0.0002,0.0188
1453295,V04,C643,C764,291495655.0,530341748.0,16145550.18,844856953.98,0.0103,0.0002,0.0,0.0036
1453422,O06,C643,C764,1931867533.0,770960736.0,507434975.08,1753524644.15,0.0031,0.0004,0.0002,0.0034
1453549,V06,C643,C764,1909846021.0,358671655.0,192607951.54,1205834666.4,0.008,0.0003,0.0002,0.0127
1453826,000,C643,C768,231664135280.0,2172009512.0,438721611962.33,2448175955.37,0.0,0.0001,0.0134,0.0005
1453956,Z99,C643,C768,9074291104.0,0.0,21576112887.53,32799174.09,0.0,0.0,0.0,0.0
1454084,A01,C643,C768,214626393.0,187566.0,66443790.0,2769428.21,0.0,0.0,0.0,0.0024
1454212,A02,C643,C768,1588528463.0,13010361.0,1022198121.37,2333677.63,0.0,0.0,0.0,0.0
1454340,K01,C643,C768,2083147941.0,35694112.0,6953390406.0,1765227.0,0.0,0.0,0.0049,0.0
1454468,B01,C643,C768,526512884.0,25133759.0,54548593.0,5126258.0,0.0,0.0,0.0,0.0
